0,Champagne Montaudon Brut
1,Chateau Oumsiyat Red Syrah 2015
2,Latitud 33 Cabernet Sauvignon 2018
3,Dark Horse The Original California Sauvignon Blanc 2018
4,Sovento Sauvignon Blanc 2018
5,Finca Ventura DOP Jumilla Monastrell 2018
6,Senorio de Ayud Cabernet Sauvignon Syrah 2018
7,Dark Horse The Original California Rose 2018
8,Senorio De Ayud Garnacha Syrah 2018
9,Dark Horse The Original Cabernet Sauvignon 2017
10,Latitud 33 Malbec 2018
11,Ropiteau Pinot Noir 2017
12,Papa Acorda Colheita Tinto 2018
13,Castelo dos Mouros Colheita Tinto 2017
14,San Ceteo Primitivo 2017
15,La Combe D Or Cabernet Sauvignon 2018
16,San Ceteo Turandot 2018
17,Espumante Fantinel Prosecco One  Only DOC Brut 2018
18,L Empreinte Merlot 2018
19,L  Empreinte Cabernet Sauvignon 2018
20,San Ceteo Sangiovese 2018
21,Fantinel Borgo Tesis Pinot Grigio Doc Friuli 2018
22,Bonne Esperance White
23,Bouquet Cabernet Sauvignon 2018
24,Fantinel Borgo Tesis Doc Grave Cabernet Sauvignon Friuli 2017
25,La Combe D Or Sauvignon Blanc 2018
26,Papa Acorda Colheita Branco 2018
27,Bouquet Merlot 2018
28,Miguel Torres Reserva Ancestral Blend 2015
29,Carpineto Dogajolo IGT Toscano Rosso 2017
30,La Chamiza Malbec 2018
31,Calyptra Vivendo Reserve Assemblage 2016
32,Canepa Reserva Famiglia Chardonnay 2018
33,Wanaco Merlot 2018
34,Champagne Veuve Clicquot Brut 1500 ml
35,Champagne Veuve Clicquot Rose Brut com Caixa Call
36,Champagne Veuve Clicquot Rose Brut com Couture Box
37,Champagne Moet  Chandon Imperial Rose Brut Magnum 15 L com Love Case
38,Champagne Moet  Chandon Imperial Rose Brut Magnum 15 L
39,Champagne Veuve Clicquot Rose Brut com Cake
40,Terrazas de los Andes Single Vineyard Petit Manseng 2015 375 ml
41,Champagne Moet  Chandon Ice Imperial DemiSec com TAG
42,Protos DO Ribera del Duero Tinto Fino 2017
43,Magnum Veuve Clicquot Brut Rose
44,Canepa Magnificum DO Valle del Maipo Cabernet Sauvignon 2016
45,Canepa Reserva Famiglia Carmenere 2018
46,Frei Brothers Reserve Cabernet Sauvignon 2016
47,Espumante Chevalier Blanc de Noirs Brut
48,Champagne Veuve Clicquot Vintage Brut 2008
49,Pueblo del Sol Reserva Chardonnay 2018
50,Frisante Salton Frizz Prosecco Demisec
51,Quinta de Pancas Grande Reserva 2015
52,Maison Bouachon Cotes Du Rhone Signargues Les Bariannes Aoc 2017
53,Fleur Du Cap Series Privee Cabernet Sauvignon 2016
54,Perez Cruz Limited Edition Cot Malbec 2017
55,Plaisir de Merle Petit Plaisir Red Blend 2016
56,Salton Desejo 2015
57,Louis M Martini Napa Valley Cabernet Sauvignon 2016
58,Lidio Carraro Faces do Brasil Chardonnay 2017
59,Casa Burmester Reserva DOC Douro Branco 2017
60,Maison Foucher Le Mont AOC Sancerre Rouge 2017
61,Barahonda DO Yecla Verdejo 2018
62,Urmeneta Merlot 2018
63,Perez Cruz Limited Edition Syrah 2017
64,Frei Brothers Reserve Russian River Pinot Noir 2016
65,Gallo Signature Series Russian River Valley Chardonnay 2016
66,Ghost Pines Winemakers Blend Red 2016
67,Pixide DO Ribera del Duero Tempranillo 2016
68,Carpineto Riserva DOCG Vino Nobile di Montepulciano 2015
69,Lievland Vineyards Cabernet Sauvignon 2017
70,Rantamplan DO Rueda Verdejo 2018
71,Lievland Vineyards Bush Vine Pinotage 2017
72,Torroxal DO Rias Baixas Albarino 2018
73,Lidio Carraro Singular Teroldego 2011
74,Baron Philippe de Rothschild La Beliere Rouge 2015
75,Espumante Salton Domenico Giornata 140
76,Terrazas de Los Andes Reserva Cabernet Sauvignon 2016
77,Pinhal da Torre Resiliente 2015
78,Pinhal da Torre Antagonista 2013
79,Pinhal da Torre Protagonista 2013
80,Cinco Elementos Roble DO Ribera del Duero Tempranillo 2016
81,Espumante Casa Perini Brut
82,Chateau Pilet AOC Bordeaux 2016
83,Espumante Casa Perini Moscatel
84,Chateau Roc de Boisseaux AOC SaintEmilion 2012
85,William Hill Central Coast Cabernet Sauvignon 2016
86,Domaines Henri Maire AOC Arbois Pinot Noir 2017
87,Baron Philippe de Rothschild Anderra Sauvignon Blanc 2017
88,Baron Philippe de Rothschild Anderra Carmenere 2017
89,Baron Philippe de Rothschild Anderra Cabernet Sauvignon 2017
90,Pueblo del Sol Seleccion de Barricas Gran Reserva 2015
91,Parlanchin DOCa Rioja 2017
92,Maison Bouachon La Tiare du Pape AOC ChateauneufduPape Blanc 2016
93,Fantinel Tenuta SantHelena Cabernet Sauvignon 2013
94,Fantinel Tenuta Sant Helena Merlot 2014
95,Witral Limited Edition Syrah 2016
96,Espumante Lidio Carraro Faces do Brasil Brut
97,Espumante Lidio Carraro Dadivas Brut
98,Espumante Lidio Carraro Faces do Brasil Rose Brut
